event_id,equipment,area,crew,fault_code,fault_description,severity,fault_start,fault_cleared,equipment_restarted
E-0114,VISION-C-01,Inspection,D,F101,Guard circuit open,High,2026-07-26 09:43:00,2026-07-26 09:46:00,2026-07-26 09:52:00
E-0615,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Low,2026-07-26 11:38:00,2026-07-26 11:53:00,2026-07-26 12:05:00
E-0169,CELL-A-01,Assembly,D,F630,Drive overload,High,2026-07-26 12:11:00,2026-07-26 12:17:00,2026-07-26 12:26:00
E-0295,PRESS-F-01,Forming,B,F415,Communication interruption,Low,2026-07-26 12:20:00,2026-07-26 12:28:00,2026-07-26 12:38:00
E-0478,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-07-26 14:55:00,2026-07-26 15:09:00,2026-07-26 15:10:00
E-0005,CELL-A-02,Assembly,D,F522,Material-present sensor blocked,High,2026-07-26 17:38:00,2026-07-26 17:45:00,2026-07-26 17:46:00
E-0250,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-07-26 18:37:00,2026-07-26 18:55:00,2026-07-26 19:06:00
E-0555,PACK-D-01,Packaging,B,F415,Communication interruption,Medium,2026-07-26 18:46:00,2026-07-26 18:56:00,2026-07-26 18:59:00
E-0092,PRESS-F-01,Forming,B,F630,Drive overload,Low,2026-07-26 19:22:00,2026-07-26 19:37:00,2026-07-26 19:48:00
E-0494,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-07-26 19:49:00,2026-07-26 19:51:00,2026-07-26 19:58:00
E-0093,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-07-26 19:54:00,2026-07-26 20:04:00,2026-07-26 20:11:00
E-0543,PRESS-F-01,Forming,D,F204,Part not detected,High,2026-07-26 20:22:00,2026-07-26 20:37:00,2026-07-26 20:48:00
E-0592,CELL-A-02,Assembly,B,F204,Part not detected,Medium,2026-07-26 22:41:00,2026-07-26 22:49:00,2026-07-26 22:50:00
E-0377,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-07-27 04:03:00,2026-07-27 04:15:00,2026-07-27 04:26:00
E-0225,CELL-A-02,Assembly,C,F310,Cycle-time timeout,High,2026-07-27 04:30:00,2026-07-27 04:40:00,2026-07-27 04:41:00
E-0392,CELL-A-01,Assembly,C,F101,Guard circuit open,High,2026-07-27 06:49:00,2026-07-27 06:54:00,2026-07-27 07:02:00
E-0589,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-07-27 08:47:00,2026-07-27 09:01:00,2026-07-27 09:11:00
E-0594,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,High,2026-07-27 09:01:00,2026-07-27 09:12:00,2026-07-27 09:13:00
E-0519,CONVEYOR-B-01,Material Handling,B,F415,Communication interruption,Low,2026-07-27 09:05:00,2026-07-27 09:11:00,2026-07-27 09:13:00
E-0397,VISION-C-01,Inspection,B,F310,Cycle-time timeout,Low,2026-07-27 09:26:00,2026-07-27 09:40:00,2026-07-27 09:50:00
E-0443,CELL-A-02,Assembly,A,F310,Cycle-time timeout,High,2026-07-27 09:31:00,2026-07-27 09:45:00,2026-07-27 09:50:00
E-0420,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-07-27 12:35:00,2026-07-27 12:51:00,2026-07-27 12:56:00
E-0309,CELL-A-02,Assembly,D,F204,Part not detected,Medium,2026-07-27 13:33:00,2026-07-27 13:36:00,2026-07-27 13:42:00
E-0138,CELL-A-01,Assembly,B,F415,Communication interruption,Low,2026-07-27 14:27:00,2026-07-27 14:32:00,2026-07-27 14:35:00
E-0554,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-07-27 16:03:00,2026-07-27 16:08:00,2026-07-27 16:20:00
E-0454,CELL-A-02,Assembly,D,F101,Guard circuit open,Medium,2026-07-27 16:30:00,2026-07-27 16:44:00,2026-07-27 16:53:00
E-0287,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-07-27 16:49:00,2026-07-27 16:52:00,2026-07-27 16:57:00
E-0612,CELL-A-01,Assembly,D,F101,Guard circuit open,Low,2026-07-27 17:51:00,2026-07-27 18:03:00,2026-07-27 18:07:00
E-0270,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-07-27 17:58:00,2026-07-27 18:06:00,2026-07-27 18:12:00
E-0087,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-07-27 18:40:00,2026-07-27 18:58:00,2026-07-27 18:59:00
E-0558,ROBOT-G-01,Automation,A,F101,Guard circuit open,Medium,2026-07-27 19:31:00,2026-07-27 19:35:00,2026-07-27 19:46:00
E-0216,PUMP-E-01,Utilities,B,F522,Material-present sensor blocked,Medium,2026-07-27 22:49:00,2026-07-27 22:53:00,2026-07-27 22:57:00
E-0213,CELL-A-02,Assembly,A,F310,Cycle-time timeout,High,2026-07-27 22:51:00,2026-07-27 23:03:00,2026-07-27 23:11:00
E-0648,CELL-A-01,Assembly,C,F630,Drive overload,Medium,2026-07-28 00:23:00,2026-07-28 00:30:00,2026-07-28 00:31:00
E-0231,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-07-28 00:39:00,2026-07-28 00:54:00,2026-07-28 00:58:00
E-0135,PRESS-F-01,Forming,D,F522,Material-present sensor blocked,Medium,2026-07-28 00:57:00,2026-07-28 01:11:00,2026-07-28 01:12:00
E-0276,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,High,2026-07-28 01:17:00,2026-07-28 01:35:00,2026-07-28 01:46:00
E-0627,ROBOT-G-01,Automation,A,F204,Part not detected,High,2026-07-28 03:12:00,2026-07-28 03:25:00,2026-07-28 03:34:00
E-0626,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-07-28 05:25:00,2026-07-28 05:30:00,2026-07-28 05:32:00
E-0026,VISION-C-01,Inspection,D,F101,Guard circuit open,Low,2026-07-28 06:07:00,2026-07-28 06:19:00,2026-07-28 06:21:00
E-0129,PRESS-F-01,Forming,C,F310,Cycle-time timeout,High,2026-07-28 06:15:00,2026-07-28 06:25:00,2026-07-28 06:37:00
E-0329,PRESS-F-01,Forming,C,F415,Communication interruption,Medium,2026-07-28 11:03:00,2026-07-28 11:04:00,2026-07-28 11:15:00
E-0642,CELL-A-02,Assembly,D,F310,Cycle-time timeout,High,2026-07-28 11:23:00,2026-07-28 11:36:00,2026-07-28 11:48:00
E-0332,PRESS-F-01,Forming,A,F415,Communication interruption,Low,2026-07-28 11:24:00,2026-07-28 11:40:00,2026-07-28 11:52:00
E-0210,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Low,2026-07-28 13:55:00,2026-07-28 14:09:00,2026-07-28 14:10:00
E-0313,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-07-28 14:56:00,2026-07-28 15:08:00,2026-07-28 15:09:00
E-0209,CELL-A-01,Assembly,A,F522,Material-present sensor blocked,High,2026-07-28 15:08:00,2026-07-28 15:23:00,2026-07-28 15:33:00
E-0083,ROBOT-G-01,Automation,B,F630,Drive overload,Medium,2026-07-28 15:19:00,2026-07-28 15:22:00,2026-07-28 15:24:00
E-0396,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-07-28 15:26:00,2026-07-28 15:36:00,2026-07-28 15:37:00
E-0368,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-07-28 16:24:00,2026-07-28 16:31:00,2026-07-28 16:40:00
E-0014,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-07-28 17:01:00,2026-07-28 17:12:00,2026-07-28 17:19:00
E-0070,PUMP-E-01,Utilities,A,F522,Material-present sensor blocked,Low,2026-07-28 18:18:00,2026-07-28 18:20:00,2026-07-28 18:24:00
E-0533,ROBOT-G-01,Automation,C,F204,Part not detected,Medium,2026-07-28 19:29:00,2026-07-28 19:39:00,2026-07-28 19:47:00
E-0124,CELL-A-01,Assembly,A,F415,Communication interruption,Low,2026-07-28 19:49:00,2026-07-28 19:57:00,2026-07-28 20:00:00
E-0319,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Low,2026-07-28 22:42:00,2026-07-28 22:45:00,2026-07-28 22:54:00
E-0380,PACK-D-01,Packaging,B,F101,Guard circuit open,Medium,2026-07-29 01:03:00,2026-07-29 01:20:00,2026-07-29 01:22:00
E-0128,CONVEYOR-B-01,Material Handling,D,F630,Drive overload,Low,2026-07-29 01:11:00,2026-07-29 01:26:00,2026-07-29 01:32:00
E-0600,PUMP-E-01,Utilities,B,F310,Cycle-time timeout,High,2026-07-29 01:28:00,2026-07-29 01:35:00,2026-07-29 01:39:00
E-0306,PUMP-E-01,Utilities,C,F630,Drive overload,Low,2026-07-29 05:12:00,2026-07-29 05:24:00,2026-07-29 05:35:00
E-0252,VISION-C-01,Inspection,C,F415,Communication interruption,Low,2026-07-29 05:39:00,2026-07-29 05:43:00,2026-07-29 05:49:00
E-0277,ROBOT-G-01,Automation,C,F101,Guard circuit open,Medium,2026-07-29 06:03:00,2026-07-29 06:04:00,2026-07-29 06:16:00
E-0537,VISION-C-01,Inspection,B,F204,Part not detected,Medium,2026-07-29 06:46:00,2026-07-29 06:52:00,2026-07-29 07:04:00
E-0613,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-07-29 08:55:00,2026-07-29 09:08:00,2026-07-29 09:19:00
E-0361,PACK-D-01,Packaging,D,F310,Cycle-time timeout,Low,2026-07-29 10:46:00,2026-07-29 11:04:00,2026-07-29 11:10:00
E-0185,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-07-29 11:43:00,2026-07-29 11:54:00,2026-07-29 12:01:00
E-0125,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Low,2026-07-29 12:17:00,2026-07-29 12:34:00,2026-07-29 12:43:00
E-0518,PRESS-F-01,Forming,A,F101,Guard circuit open,Medium,2026-07-29 13:33:00,2026-07-29 13:47:00,2026-07-29 13:49:00
E-0197,CELL-A-01,Assembly,A,F204,Part not detected,High,2026-07-29 15:35:00,2026-07-29 15:52:00,2026-07-29 15:57:00
E-0638,CELL-A-02,Assembly,B,F101,Guard circuit open,Low,2026-07-29 16:16:00,2026-07-29 16:28:00,2026-07-29 16:33:00
E-0430,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-07-29 17:01:00,2026-07-29 17:06:00,2026-07-29 17:16:00
E-0360,CELL-A-02,Assembly,D,F101,Guard circuit open,Low,2026-07-29 19:54:00,2026-07-29 20:02:00,2026-07-29 20:10:00
E-0073,CELL-A-02,Assembly,D,F310,Cycle-time timeout,High,2026-07-29 22:33:00,2026-07-29 22:42:00,2026-07-29 22:52:00
E-0428,PRESS-F-01,Forming,C,F204,Part not detected,Low,2026-07-29 22:41:00,2026-07-29 22:44:00,2026-07-29 22:45:00
E-0576,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-07-29 22:46:00,2026-07-29 22:55:00,2026-07-29 23:05:00
E-0417,CELL-A-01,Assembly,C,F101,Guard circuit open,Low,2026-07-29 22:58:00,2026-07-29 23:15:00,2026-07-29 23:22:00
E-0514,CONVEYOR-B-01,Material Handling,B,F101,Guard circuit open,Medium,2026-07-30 03:00:00,2026-07-30 03:04:00,2026-07-30 03:12:00
E-0331,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-07-30 07:56:00,2026-07-30 08:05:00,2026-07-30 08:11:00
E-0498,VISION-C-01,Inspection,A,F101,Guard circuit open,Medium,2026-07-30 14:03:00,2026-07-30 14:18:00,2026-07-30 14:30:00
E-0414,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-07-30 14:17:00,2026-07-30 14:27:00,2026-07-30 14:29:00
E-0553,ROBOT-G-01,Automation,C,F630,Drive overload,Low,2026-07-30 14:44:00,2026-07-30 14:47:00,2026-07-30 14:53:00
E-0637,CELL-A-01,Assembly,B,F101,Guard circuit open,Low,2026-07-30 15:05:00,2026-07-30 15:09:00,2026-07-30 15:13:00
E-0379,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-07-30 16:27:00,2026-07-30 16:32:00,2026-07-30 16:36:00
E-0279,CELL-A-02,Assembly,B,F310,Cycle-time timeout,High,2026-07-30 17:11:00,2026-07-30 17:26:00,2026-07-30 17:38:00
E-0459,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-07-30 18:38:00,2026-07-30 18:48:00,2026-07-30 18:53:00
E-0104,VISION-C-01,Inspection,C,F310,Cycle-time timeout,Medium,2026-07-30 18:39:00,2026-07-30 18:50:00,2026-07-30 18:59:00
E-0561,VISION-C-01,Inspection,B,F415,Communication interruption,High,2026-07-30 18:51:00,2026-07-30 18:56:00,2026-07-30 18:59:00
E-0280,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-07-30 19:09:00,2026-07-30 19:11:00,2026-07-30 19:15:00
E-0075,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-07-30 19:15:00,2026-07-30 19:16:00,2026-07-30 19:23:00
E-0344,CELL-A-02,Assembly,B,F310,Cycle-time timeout,High,2026-07-30 19:40:00,2026-07-30 19:48:00,2026-07-30 19:54:00
E-0505,PRESS-F-01,Forming,C,F310,Cycle-time timeout,High,2026-07-30 21:57:00,2026-07-30 21:58:00,2026-07-30 22:02:00
E-0208,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-07-30 23:25:00,2026-07-30 23:26:00,2026-07-30 23:38:00
E-0542,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-07-31 00:33:00,2026-07-31 00:45:00,2026-07-31 00:55:00
E-0214,CELL-A-02,Assembly,C,F310,Cycle-time timeout,High,2026-07-31 01:50:00,2026-07-31 01:54:00,2026-07-31 01:56:00
E-0133,CELL-A-01,Assembly,B,F101,Guard circuit open,High,2026-07-31 02:05:00,2026-07-31 02:15:00,2026-07-31 02:25:00
E-0144,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-07-31 02:33:00,2026-07-31 02:34:00,2026-07-31 02:38:00
E-0204,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Low,2026-07-31 02:50:00,2026-07-31 03:08:00,2026-07-31 03:11:00
E-0399,VISION-C-01,Inspection,D,F630,Drive overload,Low,2026-07-31 03:09:00,2026-07-31 03:13:00,2026-07-31 03:14:00
E-0237,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-07-31 04:26:00,2026-07-31 04:31:00,2026-07-31 04:38:00
E-0469,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-07-31 05:15:00,2026-07-31 05:32:00,2026-07-31 05:43:00
E-0607,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Low,2026-07-31 06:15:00,2026-07-31 06:21:00,2026-07-31 06:25:00
E-0403,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-07-31 07:20:00,2026-07-31 07:24:00,2026-07-31 07:32:00
E-0424,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-07-31 11:31:00,2026-07-31 11:37:00,2026-07-31 11:43:00
E-0281,CELL-A-02,Assembly,A,F204,Part not detected,High,2026-07-31 15:44:00,2026-07-31 15:49:00,2026-07-31 16:01:00
E-0069,CELL-A-02,Assembly,B,F310,Cycle-time timeout,High,2026-07-31 16:30:00,2026-07-31 16:48:00,2026-07-31 16:59:00
E-0200,PUMP-E-01,Utilities,A,F310,Cycle-time timeout,Low,2026-07-31 16:54:00,2026-07-31 17:04:00,2026-07-31 17:13:00
E-0243,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Low,2026-07-31 17:39:00,2026-07-31 17:45:00,2026-07-31 17:46:00
E-0569,VISION-C-01,Inspection,C,F522,Material-present sensor blocked,Medium,2026-07-31 18:26:00,2026-07-31 18:27:00,2026-07-31 18:32:00
E-0318,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-07-31 18:39:00,2026-07-31 18:43:00,2026-07-31 18:51:00
E-0647,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-07-31 19:32:00,2026-07-31 19:50:00,2026-07-31 19:51:00
E-0202,PRESS-F-01,Forming,D,F310,Cycle-time timeout,Low,2026-07-31 20:35:00,2026-07-31 20:43:00,2026-07-31 20:50:00
E-0321,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Medium,2026-07-31 20:51:00,2026-07-31 20:55:00,2026-07-31 21:06:00
E-0394,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-07-31 21:27:00,2026-07-31 21:40:00,2026-07-31 21:50:00
E-0373,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-07-31 21:54:00,2026-07-31 22:09:00,2026-07-31 22:18:00
E-0585,CELL-A-01,Assembly,A,F204,Part not detected,Low,2026-07-31 22:04:00,2026-07-31 22:07:00,2026-07-31 22:13:00
E-0581,PRESS-F-01,Forming,D,F415,Communication interruption,Low,2026-07-31 23:56:00,2026-08-01 00:04:00,2026-08-01 00:12:00
E-0526,CELL-A-01,Assembly,C,F415,Communication interruption,High,2026-08-01 02:04:00,2026-08-01 02:22:00,2026-08-01 02:29:00
E-0425,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-08-01 02:15:00,2026-08-01 02:20:00,2026-08-01 02:24:00
E-0500,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Low,2026-08-01 02:34:00,2026-08-01 02:39:00,2026-08-01 02:45:00
E-0137,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-01 07:29:00,2026-08-01 07:34:00,2026-08-01 07:43:00
E-0570,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-01 12:27:00,2026-08-01 12:44:00,2026-08-01 12:48:00
E-0440,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-01 13:19:00,2026-08-01 13:26:00,2026-08-01 13:31:00
E-0356,CELL-A-01,Assembly,D,F522,Material-present sensor blocked,Medium,2026-08-01 14:13:00,2026-08-01 14:23:00,2026-08-01 14:30:00
E-0523,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Low,2026-08-01 14:18:00,2026-08-01 14:36:00,2026-08-01 14:39:00
E-0017,CELL-A-02,Assembly,C,F415,Communication interruption,Medium,2026-08-01 14:24:00,2026-08-01 14:39:00,2026-08-01 14:51:00
E-0435,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-01 15:05:00,2026-08-01 15:06:00,2026-08-01 15:08:00
E-0043,CONVEYOR-B-01,Material Handling,D,F310,Cycle-time timeout,Low,2026-08-01 17:28:00,2026-08-01 17:36:00,2026-08-01 17:38:00
E-0123,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-08-01 18:52:00,2026-08-01 19:08:00,2026-08-01 19:15:00
E-0629,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-08-01 19:51:00,2026-08-01 19:53:00,2026-08-01 20:05:00
E-0143,PACK-D-01,Packaging,A,F204,Part not detected,Low,2026-08-01 20:14:00,2026-08-01 20:21:00,2026-08-01 20:23:00
E-0405,PUMP-E-01,Utilities,D,F630,Drive overload,Medium,2026-08-01 22:17:00,2026-08-01 22:28:00,2026-08-01 22:32:00
E-0608,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Low,2026-08-01 23:21:00,2026-08-01 23:38:00,2026-08-01 23:43:00
E-0156,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-08-02 00:50:00,2026-08-02 00:58:00,2026-08-02 01:01:00
E-0227,PRESS-F-01,Forming,D,F522,Material-present sensor blocked,Low,2026-08-02 01:20:00,2026-08-02 01:28:00,2026-08-02 01:36:00
E-0423,PUMP-E-01,Utilities,B,F522,Material-present sensor blocked,Medium,2026-08-02 01:44:00,2026-08-02 01:50:00,2026-08-02 01:52:00
E-0047,CELL-A-01,Assembly,B,F101,Guard circuit open,Low,2026-08-02 02:14:00,2026-08-02 02:24:00,2026-08-02 02:32:00
E-0030,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-02 03:37:00,2026-08-02 03:50:00,2026-08-02 03:56:00
E-0486,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-02 04:03:00,2026-08-02 04:19:00,2026-08-02 04:25:00
E-0150,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-02 11:06:00,2026-08-02 11:24:00,2026-08-02 11:36:00
E-0314,ROBOT-G-01,Automation,D,F204,Part not detected,Medium,2026-08-02 11:36:00,2026-08-02 11:49:00,2026-08-02 11:50:00
E-0055,VISION-C-01,Inspection,A,F415,Communication interruption,High,2026-08-02 11:42:00,2026-08-02 11:53:00,2026-08-02 11:58:00
E-0578,PRESS-F-01,Forming,A,F310,Cycle-time timeout,Low,2026-08-02 12:51:00,2026-08-02 13:06:00,2026-08-02 13:09:00
E-0307,VISION-C-01,Inspection,B,F415,Communication interruption,High,2026-08-02 14:13:00,2026-08-02 14:18:00,2026-08-02 14:23:00
E-0473,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-08-02 16:25:00,2026-08-02 16:32:00,2026-08-02 16:39:00
E-0622,CELL-A-01,Assembly,C,F101,Guard circuit open,Low,2026-08-02 16:41:00,2026-08-02 16:58:00,2026-08-02 17:08:00
E-0458,CELL-A-01,Assembly,C,F310,Cycle-time timeout,Low,2026-08-02 17:15:00,2026-08-02 17:20:00,2026-08-02 17:25:00
E-0186,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-02 17:18:00,2026-08-02 17:20:00,2026-08-02 17:23:00
E-0326,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-08-02 17:25:00,2026-08-02 17:32:00,2026-08-02 17:37:00
E-0595,ROBOT-G-01,Automation,D,F101,Guard circuit open,Medium,2026-08-02 19:03:00,2026-08-02 19:08:00,2026-08-02 19:11:00
E-0065,PACK-D-01,Packaging,C,F630,Drive overload,Low,2026-08-02 20:48:00,2026-08-02 21:03:00,2026-08-02 21:08:00
E-0602,PUMP-E-01,Utilities,C,F101,Guard circuit open,Low,2026-08-03 00:19:00,2026-08-03 00:37:00,2026-08-03 00:42:00
E-0427,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Medium,2026-08-03 01:18:00,2026-08-03 01:24:00,2026-08-03 01:29:00
E-0057,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-03 01:56:00,2026-08-03 01:59:00,2026-08-03 02:06:00
E-0195,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-03 02:53:00,2026-08-03 02:56:00,2026-08-03 02:58:00
E-0587,PACK-D-01,Packaging,D,F630,Drive overload,Low,2026-08-03 03:13:00,2026-08-03 03:20:00,2026-08-03 03:27:00
E-0236,CELL-A-02,Assembly,D,F415,Communication interruption,Low,2026-08-03 04:09:00,2026-08-03 04:12:00,2026-08-03 04:21:00
E-0364,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-03 04:14:00,2026-08-03 04:21:00,2026-08-03 04:31:00
E-0502,PACK-D-01,Packaging,D,F101,Guard circuit open,Low,2026-08-03 04:34:00,2026-08-03 04:47:00,2026-08-03 04:59:00
E-0590,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-03 05:10:00,2026-08-03 05:21:00,2026-08-03 05:29:00
E-0215,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-03 06:16:00,2026-08-03 06:22:00,2026-08-03 06:33:00
E-0112,CELL-A-01,Assembly,B,F630,Drive overload,Medium,2026-08-03 06:19:00,2026-08-03 06:33:00,2026-08-03 06:39:00
E-0098,PRESS-F-01,Forming,D,F415,Communication interruption,Low,2026-08-03 08:30:00,2026-08-03 08:33:00,2026-08-03 08:36:00
E-0422,PRESS-F-01,Forming,B,F101,Guard circuit open,Low,2026-08-03 08:36:00,2026-08-03 08:51:00,2026-08-03 09:03:00
E-0545,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-03 09:25:00,2026-08-03 09:41:00,2026-08-03 09:46:00
E-0641,PUMP-E-01,Utilities,C,F522,Material-present sensor blocked,High,2026-08-03 09:37:00,2026-08-03 09:46:00,2026-08-03 09:51:00
E-0182,ROBOT-G-01,Automation,D,F415,Communication interruption,High,2026-08-03 10:03:00,2026-08-03 10:05:00,2026-08-03 10:15:00
E-0226,VISION-C-01,Inspection,D,F310,Cycle-time timeout,Low,2026-08-03 10:22:00,2026-08-03 10:26:00,2026-08-03 10:38:00
E-0402,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,High,2026-08-03 11:09:00,2026-08-03 11:16:00,2026-08-03 11:17:00
E-0085,CELL-A-02,Assembly,C,F310,Cycle-time timeout,Medium,2026-08-03 11:33:00,2026-08-03 11:34:00,2026-08-03 11:38:00
E-0354,PRESS-F-01,Forming,A,F630,Drive overload,Medium,2026-08-03 12:20:00,2026-08-03 12:22:00,2026-08-03 12:33:00
E-0325,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-03 13:40:00,2026-08-03 13:55:00,2026-08-03 13:59:00
E-0407,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-03 13:48:00,2026-08-03 13:58:00,2026-08-03 14:06:00
E-0009,VISION-C-01,Inspection,C,F630,Drive overload,Low,2026-08-03 15:16:00,2026-08-03 15:19:00,2026-08-03 15:29:00
E-0636,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-03 16:15:00,2026-08-03 16:20:00,2026-08-03 16:25:00
E-0316,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-03 16:50:00,2026-08-03 17:02:00,2026-08-03 17:12:00
E-0046,PRESS-F-01,Forming,D,F101,Guard circuit open,Medium,2026-08-03 17:39:00,2026-08-03 17:42:00,2026-08-03 17:49:00
E-0066,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-08-03 17:48:00,2026-08-03 17:57:00,2026-08-03 17:59:00
E-0001,PUMP-E-01,Utilities,C,F310,Cycle-time timeout,Low,2026-08-03 18:14:00,2026-08-03 18:30:00,2026-08-03 18:32:00
E-0050,PUMP-E-01,Utilities,D,F522,Material-present sensor blocked,Low,2026-08-03 18:55:00,2026-08-03 19:04:00,2026-08-03 19:12:00
E-0122,CONVEYOR-B-01,Material Handling,C,F415,Communication interruption,High,2026-08-03 19:47:00,2026-08-03 20:04:00,2026-08-03 20:08:00
E-0291,PUMP-E-01,Utilities,B,F310,Cycle-time timeout,Medium,2026-08-03 21:07:00,2026-08-03 21:10:00,2026-08-03 21:16:00
E-0315,PRESS-F-01,Forming,A,F630,Drive overload,Medium,2026-08-03 21:44:00,2026-08-03 21:53:00,2026-08-03 22:01:00
E-0317,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Medium,2026-08-03 23:57:00,2026-08-04 00:09:00,2026-08-04 00:19:00
E-0284,PACK-D-01,Packaging,A,F630,Drive overload,Low,2026-08-04 00:01:00,2026-08-04 00:18:00,2026-08-04 00:23:00
E-0324,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Medium,2026-08-04 01:35:00,2026-08-04 01:44:00,2026-08-04 01:47:00
E-0376,CELL-A-01,Assembly,A,F101,Guard circuit open,High,2026-08-04 02:13:00,2026-08-04 02:16:00,2026-08-04 02:26:00
E-0145,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Medium,2026-08-04 03:20:00,2026-08-04 03:36:00,2026-08-04 03:48:00
E-0218,PUMP-E-01,Utilities,B,F204,Part not detected,Medium,2026-08-04 04:07:00,2026-08-04 04:11:00,2026-08-04 04:19:00
E-0045,PRESS-F-01,Forming,D,F415,Communication interruption,Medium,2026-08-04 05:45:00,2026-08-04 05:49:00,2026-08-04 06:00:00
